instant,dateday,season,year,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,total,time_of_day
201,2011-01-09,Spring,0,Jan,15,0,Sun,0,Clear/Partly Cloudy,0.22,0.197,0.35,0.3582,5,77,82,Afternoon
202,2011-01-09,Spring,0,Jan,16,0,Sun,0,Clear/Partly Cloudy,0.2,0.1667,0.34,0.4478,13,79,92,Night
203,2011-01-09,Spring,0,Jan,17,0,Sun,0,Clear/Partly Cloudy,0.18,0.1515,0.37,0.3881,3,59,62,Night
204,2011-01-09,Spring,0,Jan,18,0,Sun,0,Clear/Partly Cloudy,0.16,0.1364,0.4,0.3284,4,44,48,Night
205,2011-01-09,Spring,0,Jan,19,0,Sun,0,Clear/Partly Cloudy,0.16,0.1364,0.43,0.3284,1,40,41,Night
206,2011-01-09,Spring,0,Jan,20,0,Sun,0,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2537,0,38,38,Night
207,2011-01-09,Spring,0,Jan,21,0,Sun,0,Clear/Partly Cloudy,0.14,0.1061,0.46,0.4179,1,19,20,Night
208,2011-01-09,Spring,0,Jan,22,0,Sun,0,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2985,5,10,15,Night
209,2011-01-09,Spring,0,Jan,23,0,Sun,0,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,0,6,6,Night
210,2011-01-10,Spring,0,Jan,0,0,Mon,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,2,3,5,Morning
211,2011-01-10,Spring,0,Jan,1,0,Mon,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,1,0,1,Morning
212,2011-01-10,Spring,0,Jan,2,0,Mon,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,0,3,3,Morning
213,2011-01-10,Spring,0,Jan,3,0,Mon,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,0,1,1,Morning
214,2011-01-10,Spring,0,Jan,4,0,Mon,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1343,1,2,3,Morning
215,2011-01-10,Spring,0,Jan,5,0,Mon,1,Clear/Partly Cloudy,0.1,0.1061,0.54,0.2537,0,3,3,Morning
216,2011-01-10,Spring,0,Jan,6,0,Mon,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,0,31,31,Morning
217,2011-01-10,Spring,0,Jan,7,0,Mon,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,2,75,77,Morning
218,2011-01-10,Spring,0,Jan,8,0,Mon,1,Misty/Cloudy,0.12,0.1212,0.5,0.2836,4,184,188,Afternoon
219,2011-01-10,Spring,0,Jan,9,0,Mon,1,Misty/Cloudy,0.14,0.1212,0.5,0.2537,2,92,94,Afternoon
220,2011-01-10,Spring,0,Jan,10,0,Mon,1,Misty/Cloudy,0.14,0.1212,0.5,0.2985,0,31,31,Afternoon
221,2011-01-10,Spring,0,Jan,11,0,Mon,1,Misty/Cloudy,0.16,0.1364,0.47,0.2836,2,28,30,Afternoon
222,2011-01-10,Spring,0,Jan,12,0,Mon,1,Misty/Cloudy,0.2,0.1818,0.4,0.2836,5,47,52,Afternoon
223,2011-01-10,Spring,0,Jan,13,0,Mon,1,Misty/Cloudy,0.2,0.1818,0.4,0.2836,4,50,54,Afternoon
224,2011-01-10,Spring,0,Jan,14,0,Mon,1,Misty/Cloudy,0.2,0.197,0.4,0.2239,0,47,47,Afternoon
225,2011-01-10,Spring,0,Jan,15,0,Mon,1,Misty/Cloudy,0.2,0.197,0.4,0.2239,2,43,45,Afternoon
226,2011-01-10,Spring,0,Jan,16,0,Mon,1,Clear/Partly Cloudy,0.2,0.2121,0.4,0.1343,4,70,74,Night
227,2011-01-10,Spring,0,Jan,17,0,Mon,1,Clear/Partly Cloudy,0.2,0.2273,0.4,0.1045,4,174,178,Night
228,2011-01-10,Spring,0,Jan,18,0,Mon,1,Clear/Partly Cloudy,0.2,0.197,0.4,0.2239,1,154,155,Night
229,2011-01-10,Spring,0,Jan,19,0,Mon,1,Clear/Partly Cloudy,0.16,0.1667,0.47,0.1642,3,92,95,Night
230,2011-01-10,Spring,0,Jan,20,0,Mon,1,Clear/Partly Cloudy,0.16,0.1667,0.5,0.1642,1,73,74,Night
231,2011-01-10,Spring,0,Jan,21,0,Mon,1,Clear/Partly Cloudy,0.14,0.1364,0.59,0.194,1,37,38,Night
232,2011-01-10,Spring,0,Jan,22,0,Mon,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,2,22,24,Night
233,2011-01-10,Spring,0,Jan,23,0,Mon,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,0,18,18,Night
234,2011-01-11,Spring,0,Jan,0,0,Tue,1,Clear/Partly Cloudy,0.14,0.1667,0.59,0.1045,2,10,12,Morning
235,2011-01-11,Spring,0,Jan,1,0,Tue,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,0,3,3,Morning
236,2011-01-11,Spring,0,Jan,2,0,Tue,1,Misty/Cloudy,0.16,0.1515,0.55,0.194,0,3,3,Morning
237,2011-01-11,Spring,0,Jan,5,0,Tue,1,Misty/Cloudy,0.16,0.1818,0.55,0.1343,0,6,6,Morning
238,2011-01-11,Spring,0,Jan,6,0,Tue,1,Misty/Cloudy,0.16,0.1818,0.55,0.1343,0,27,27,Morning
239,2011-01-11,Spring,0,Jan,7,0,Tue,1,Misty/Cloudy,0.16,0.2273,0.55,0.0,2,97,99,Morning
240,2011-01-11,Spring,0,Jan,8,0,Tue,1,Misty/Cloudy,0.18,0.2121,0.51,0.0896,3,214,217,Afternoon
241,2011-01-11,Spring,0,Jan,9,0,Tue,1,Misty/Cloudy,0.18,0.197,0.51,0.1642,3,127,130,Afternoon
242,2011-01-11,Spring,0,Jan,10,0,Tue,1,Misty/Cloudy,0.2,0.2121,0.51,0.1642,3,51,54,Afternoon
243,2011-01-11,Spring,0,Jan,11,0,Tue,1,Misty/Cloudy,0.2,0.2121,0.47,0.1343,4,31,35,Afternoon
244,2011-01-11,Spring,0,Jan,12,0,Tue,1,Misty/Cloudy,0.2,0.2273,0.51,0.1045,2,55,57,Afternoon
245,2011-01-11,Spring,0,Jan,13,0,Tue,1,Misty/Cloudy,0.2,0.2273,0.59,0.0896,6,46,52,Afternoon
246,2011-01-11,Spring,0,Jan,14,0,Tue,1,Misty/Cloudy,0.2,0.2273,0.59,0.0896,3,60,63,Afternoon
247,2011-01-11,Spring,0,Jan,15,0,Tue,1,Misty/Cloudy,0.16,0.197,0.8,0.0896,2,45,47,Afternoon
248,2011-01-11,Spring,0,Jan,16,0,Tue,1,Misty/Cloudy,0.16,0.1515,0.86,0.2239,4,72,76,Night
249,2011-01-11,Spring,0,Jan,17,0,Tue,1,Misty/Cloudy,0.16,0.1515,0.86,0.2239,6,130,136,Night
250,2011-01-11,Spring,0,Jan,18,0,Tue,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,94,95,Night
251,2011-01-11,Spring,0,Jan,19,0,Tue,1,Light Snow/Rain,0.16,0.2273,0.93,0.0,0,51,51,Night
252,2011-01-11,Spring,0,Jan,20,0,Tue,1,Light Snow/Rain,0.16,0.1515,0.93,0.194,0,32,32,Night
253,2011-01-11,Spring,0,Jan,21,0,Tue,1,Light Snow/Rain,0.16,0.197,0.86,0.0896,0,20,20,Night
254,2011-01-11,Spring,0,Jan,22,0,Tue,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,28,29,Night
255,2011-01-11,Spring,0,Jan,23,0,Tue,1,Light Snow/Rain,0.16,0.197,0.93,0.0896,1,18,19,Night
256,2011-01-12,Spring,0,Jan,0,0,Wed,1,Misty/Cloudy,0.16,0.197,0.86,0.0896,0,7,7,Morning
257,2011-01-12,Spring,0,Jan,1,0,Wed,1,Misty/Cloudy,0.16,0.1818,0.86,0.1045,0,6,6,Morning
258,2011-01-12,Spring,0,Jan,2,0,Wed,1,Clear/Partly Cloudy,0.14,0.1515,0.86,0.1343,0,1,1,Morning
259,2011-01-12,Spring,0,Jan,5,0,Wed,1,Clear/Partly Cloudy,0.14,0.1515,0.86,0.1642,0,5,5,Morning
260,2011-01-12,Spring,0,Jan,6,0,Wed,1,Clear/Partly Cloudy,0.12,0.1515,0.93,0.1343,0,16,16,Morning
261,2011-01-12,Spring,0,Jan,7,0,Wed,1,Clear/Partly Cloudy,0.14,0.1515,0.69,0.1343,0,54,54,Morning
262,2011-01-12,Spring,0,Jan,8,0,Wed,1,Clear/Partly Cloudy,0.16,0.1667,0.59,0.1642,3,125,128,Afternoon
263,2011-01-12,Spring,0,Jan,9,0,Wed,1,Clear/Partly Cloudy,0.16,0.1364,0.59,0.3284,3,78,81,Afternoon
264,2011-01-12,Spring,0,Jan,10,0,Wed,1,Clear/Partly Cloudy,0.18,0.1818,0.55,0.2239,0,39,39,Afternoon
265,2011-01-12,Spring,0,Jan,11,0,Wed,1,Clear/Partly Cloudy,0.2,0.1818,0.51,0.3881,3,32,35,Afternoon
266,2011-01-12,Spring,0,Jan,12,0,Wed,1,Clear/Partly Cloudy,0.2,0.1515,0.47,0.5821,3,52,55,Afternoon
267,2011-01-12,Spring,0,Jan,13,0,Wed,1,Clear/Partly Cloudy,0.22,0.197,0.44,0.3582,0,49,49,Afternoon
268,2011-01-12,Spring,0,Jan,14,0,Wed,1,Clear/Partly Cloudy,0.2,0.1818,0.47,0.3284,0,44,44,Afternoon
269,2011-01-12,Spring,0,Jan,15,0,Wed,1,Clear/Partly Cloudy,0.2,0.1667,0.47,0.4179,1,48,49,Afternoon
270,2011-01-12,Spring,0,Jan,16,0,Wed,1,Clear/Partly Cloudy,0.22,0.197,0.44,0.3284,5,63,68,Night
271,2011-01-12,Spring,0,Jan,17,0,Wed,1,Clear/Partly Cloudy,0.2,0.1818,0.47,0.3582,0,139,139,Night
272,2011-01-12,Spring,0,Jan,18,0,Wed,1,Clear/Partly Cloudy,0.2,0.1515,0.47,0.5224,2,135,137,Night
273,2011-01-12,Spring,0,Jan,19,0,Wed,1,Clear/Partly Cloudy,0.18,0.1515,0.47,0.4179,1,82,83,Night
274,2011-01-12,Spring,0,Jan,20,0,Wed,1,Clear/Partly Cloudy,0.16,0.1364,0.5,0.3284,2,54,56,Night
275,2011-01-12,Spring,0,Jan,21,0,Wed,1,Clear/Partly Cloudy,0.16,0.1364,0.55,0.3284,0,57,57,Night
276,2011-01-12,Spring,0,Jan,22,0,Wed,1,Clear/Partly Cloudy,0.16,0.1212,0.55,0.4478,1,32,33,Night
277,2011-01-12,Spring,0,Jan,23,0,Wed,1,Clear/Partly Cloudy,0.14,0.1061,0.59,0.4179,1,19,20,Night
278,2011-01-13,Spring,0,Jan,0,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.59,0.2836,1,6,7,Morning
279,2011-01-13,Spring,0,Jan,1,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2836,0,2,2,Morning
280,2011-01-13,Spring,0,Jan,2,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3582,0,2,2,Morning
281,2011-01-13,Spring,0,Jan,3,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3284,0,3,3,Morning
282,2011-01-13,Spring,0,Jan,4,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2537,0,4,4,Morning
283,2011-01-13,Spring,0,Jan,5,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2985,0,3,3,Morning
284,2011-01-13,Spring,0,Jan,6,0,Thu,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1343,0,28,28,Morning
285,2011-01-13,Spring,0,Jan,7,0,Thu,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1343,0,72,72,Morning
286,2011-01-13,Spring,0,Jan,8,0,Thu,1,Clear/Partly Cloudy,0.14,0.1364,0.5,0.194,5,197,202,Afternoon
287,2011-01-13,Spring,0,Jan,9,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3284,2,137,139,Afternoon
288,2011-01-13,Spring,0,Jan,10,0,Thu,1,Misty/Cloudy,0.16,0.1364,0.5,0.3582,2,36,38,Afternoon
289,2011-01-13,Spring,0,Jan,11,0,Thu,1,Misty/Cloudy,0.2,0.1667,0.44,0.4478,4,33,37,Afternoon
290,2011-01-13,Spring,0,Jan,12,0,Thu,1,Clear/Partly Cloudy,0.2,0.1667,0.44,0.4179,3,49,52,Afternoon
291,2011-01-13,Spring,0,Jan,13,0,Thu,1,Clear/Partly Cloudy,0.22,0.197,0.41,0.4478,2,81,83,Afternoon
292,2011-01-13,Spring,0,Jan,14,0,Thu,1,Clear/Partly Cloudy,0.22,0.197,0.41,0.3881,3,39,42,Afternoon
293,2011-01-13,Spring,0,Jan,15,0,Thu,1,Clear/Partly Cloudy,0.24,0.2121,0.38,0.2985,5,55,60,Afternoon
294,2011-01-13,Spring,0,Jan,16,0,Thu,1,Clear/Partly Cloudy,0.24,0.2121,0.38,0.3582,2,76,78,Night
295,2011-01-13,Spring,0,Jan,17,0,Thu,1,Clear/Partly Cloudy,0.2,0.1818,0.4,0.2836,4,158,162,Night
296,2011-01-13,Spring,0,Jan,18,0,Thu,1,Clear/Partly Cloudy,0.2,0.1818,0.4,0.3284,3,141,144,Night
297,2011-01-13,Spring,0,Jan,19,0,Thu,1,Clear/Partly Cloudy,0.16,0.1515,0.47,0.2537,1,98,99,Night
298,2011-01-13,Spring,0,Jan,20,0,Thu,1,Clear/Partly Cloudy,0.16,0.1515,0.47,0.2239,0,64,64,Night
299,2011-01-13,Spring,0,Jan,21,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2985,0,40,40,Night
300,2011-01-13,Spring,0,Jan,22,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.46,0.3284,0,30,30,Night
301,2011-01-13,Spring,0,Jan,23,0,Thu,1,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,1,14,15,Night
302,2011-01-14,Spring,0,Jan,0,0,Fri,1,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,0,14,14,Morning
303,2011-01-14,Spring,0,Jan,1,0,Fri,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1642,0,5,5,Morning
304,2011-01-14,Spring,0,Jan,2,0,Fri,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1343,0,1,1,Morning
305,2011-01-14,Spring,0,Jan,3,0,Fri,1,Clear/Partly Cloudy,0.1,0.1364,0.54,0.1045,0,1,1,Morning
306,2011-01-14,Spring,0,Jan,5,0,Fri,1,Clear/Partly Cloudy,0.1,0.1364,0.54,0.0896,0,8,8,Morning
307,2011-01-14,Spring,0,Jan,6,0,Fri,1,Clear/Partly Cloudy,0.1,0.1818,0.54,0.0,0,17,17,Morning
308,2011-01-14,Spring,0,Jan,7,0,Fri,1,Clear/Partly Cloudy,0.1,0.1212,0.74,0.1642,0,70,70,Morning
309,2011-01-14,Spring,0,Jan,8,0,Fri,1,Clear/Partly Cloudy,0.12,0.1667,0.68,0.0,2,156,158,Afternoon
310,2011-01-14,Spring,0,Jan,9,0,Fri,1,Clear/Partly Cloudy,0.14,0.1515,0.69,0.1343,0,117,117,Afternoon
311,2011-01-14,Spring,0,Jan,10,0,Fri,1,Clear/Partly Cloudy,0.18,0.1818,0.55,0.194,4,40,44,Afternoon
312,2011-01-14,Spring,0,Jan,11,0,Fri,1,Clear/Partly Cloudy,0.18,0.1667,0.51,0.2836,6,47,53,Afternoon
313,2011-01-14,Spring,0,Jan,12,0,Fri,1,Clear/Partly Cloudy,0.2,0.197,0.44,0.2537,2,59,61,Afternoon
314,2011-01-14,Spring,0,Jan,13,0,Fri,1,Clear/Partly Cloudy,0.22,0.197,0.37,0.3881,4,73,77,Afternoon
315,2011-01-14,Spring,0,Jan,14,0,Fri,1,Clear/Partly Cloudy,0.22,0.2121,0.41,0.2836,5,59,64,Afternoon
316,2011-01-14,Spring,0,Jan,15,0,Fri,1,Clear/Partly Cloudy,0.24,0.2424,0.38,0.1642,9,59,68,Afternoon
317,2011-01-14,Spring,0,Jan,16,0,Fri,1,Clear/Partly Cloudy,0.22,0.2424,0.41,0.1045,3,87,90,Night
318,2011-01-14,Spring,0,Jan,17,0,Fri,1,Clear/Partly Cloudy,0.22,0.2273,0.41,0.1642,4,155,159,Night
319,2011-01-14,Spring,0,Jan,18,0,Fri,1,Clear/Partly Cloudy,0.2,0.2576,0.47,0.0,5,134,139,Night
320,2011-01-14,Spring,0,Jan,19,0,Fri,1,Clear/Partly Cloudy,0.16,0.197,0.59,0.0896,3,89,92,Night
321,2011-01-14,Spring,0,Jan,20,0,Fri,1,Clear/Partly Cloudy,0.18,0.2424,0.59,0.0,0,68,68,Night
322,2011-01-14,Spring,0,Jan,21,0,Fri,1,Clear/Partly Cloudy,0.16,0.2273,0.69,0.0,4,48,52,Night
323,2011-01-14,Spring,0,Jan,22,0,Fri,1,Misty/Cloudy,0.16,0.2273,0.69,0.0,2,34,36,Night
324,2011-01-14,Spring,0,Jan,23,0,Fri,1,Misty/Cloudy,0.18,0.2424,0.55,0.0,1,26,27,Night
325,2011-01-15,Spring,0,Jan,0,0,Sat,0,Clear/Partly Cloudy,0.18,0.2424,0.55,0.0,3,25,28,Morning
326,2011-01-15,Spring,0,Jan,1,0,Sat,0,Misty/Cloudy,0.16,0.197,0.59,0.0896,2,18,20,Morning
327,2011-01-15,Spring,0,Jan,2,0,Sat,0,Misty/Cloudy,0.16,0.197,0.59,0.0896,0,12,12,Morning
328,2011-01-15,Spring,0,Jan,3,0,Sat,0,Misty/Cloudy,0.16,0.2273,0.59,0.0,1,7,8,Morning
329,2011-01-15,Spring,0,Jan,4,0,Sat,0,Misty/Cloudy,0.16,0.2273,0.59,0.0,0,5,5,Morning
330,2011-01-15,Spring,0,Jan,5,0,Sat,0,Clear/Partly Cloudy,0.16,0.2273,0.59,0.0,0,1,1,Morning
331,2011-01-15,Spring,0,Jan,6,0,Sat,0,Clear/Partly Cloudy,0.14,0.1667,0.63,0.1045,1,2,3,Morning
332,2011-01-15,Spring,0,Jan,7,0,Sat,0,Clear/Partly Cloudy,0.14,0.2121,0.63,0.0,1,9,10,Morning
333,2011-01-15,Spring,0,Jan,8,0,Sat,0,Clear/Partly Cloudy,0.14,0.1515,0.63,0.1343,1,22,23,Afternoon
334,2011-01-15,Spring,0,Jan,9,0,Sat,0,Clear/Partly Cloudy,0.16,0.1818,0.64,0.1343,2,31,33,Afternoon
335,2011-01-15,Spring,0,Jan,10,0,Sat,0,Clear/Partly Cloudy,0.18,0.197,0.59,0.1642,2,57,59,Afternoon
336,2011-01-15,Spring,0,Jan,11,0,Sat,0,Clear/Partly Cloudy,0.2,0.197,0.55,0.2239,18,54,72,Afternoon
337,2011-01-15,Spring,0,Jan,12,0,Sat,0,Clear/Partly Cloudy,0.24,0.2273,0.48,0.2239,15,74,89,Afternoon
338,2011-01-15,Spring,0,Jan,13,0,Sat,0,Clear/Partly Cloudy,0.28,0.2576,0.38,0.2985,21,80,101,Afternoon
339,2011-01-15,Spring,0,Jan,14,0,Sat,0,Clear/Partly Cloudy,0.3,0.2879,0.39,0.2836,26,92,118,Afternoon
340,2011-01-15,Spring,0,Jan,15,0,Sat,0,Misty/Cloudy,0.32,0.3182,0.36,0.194,21,108,129,Afternoon
341,2011-01-15,Spring,0,Jan,16,0,Sat,0,Misty/Cloudy,0.34,0.3333,0.34,0.194,33,95,128,Night
342,2011-01-15,Spring,0,Jan,17,0,Sat,0,Misty/Cloudy,0.32,0.303,0.36,0.2836,29,54,83,Night
343,2011-01-15,Spring,0,Jan,18,0,Sat,0,Misty/Cloudy,0.3,0.2879,0.45,0.2537,15,69,84,Night
344,2011-01-15,Spring,0,Jan,19,0,Sat,0,Misty/Cloudy,0.32,0.303,0.39,0.2537,14,60,74,Night
345,2011-01-15,Spring,0,Jan,20,0,Sat,0,Misty/Cloudy,0.32,0.303,0.39,0.2537,6,35,41,Night
346,2011-01-15,Spring,0,Jan,21,0,Sat,0,Misty/Cloudy,0.32,0.303,0.39,0.2239,6,51,57,Night
347,2011-01-15,Spring,0,Jan,22,0,Sat,0,Misty/Cloudy,0.3,0.3182,0.42,0.1045,0,26,26,Night
348,2011-01-15,Spring,0,Jan,23,0,Sat,0,Clear/Partly Cloudy,0.3,0.2879,0.45,0.2836,5,39,44,Night
349,2011-01-16,Spring,0,Jan,0,0,Sun,0,Clear/Partly Cloudy,0.26,0.303,0.56,0.0,6,33,39,Morning
350,2011-01-16,Spring,0,Jan,1,0,Sun,0,Clear/Partly Cloudy,0.26,0.2727,0.56,0.1343,4,19,23,Morning
351,2011-01-16,Spring,0,Jan,2,0,Sun,0,Clear/Partly Cloudy,0.26,0.2879,0.56,0.0896,3,13,16,Morning
352,2011-01-16,Spring,0,Jan,3,0,Sun,0,Clear/Partly Cloudy,0.22,0.2727,0.69,0.0,9,6,15,Morning
353,2011-01-16,Spring,0,Jan,4,0,Sun,0,Clear/Partly Cloudy,0.26,0.2576,0.56,0.1642,0,1,1,Morning
354,2011-01-16,Spring,0,Jan,5,0,Sun,0,Misty/Cloudy,0.26,0.2576,0.56,0.1642,1,1,2,Morning
355,2011-01-16,Spring,0,Jan,6,0,Sun,0,Misty/Cloudy,0.26,0.2576,0.56,0.1642,0,1,1,Morning
356,2011-01-16,Spring,0,Jan,7,0,Sun,0,Misty/Cloudy,0.24,0.2121,0.56,0.2985,0,3,3,Morning
357,2011-01-16,Spring,0,Jan,8,0,Sun,0,Clear/Partly Cloudy,0.22,0.2121,0.55,0.2836,0,18,18,Afternoon
358,2011-01-16,Spring,0,Jan,9,0,Sun,0,Clear/Partly Cloudy,0.22,0.2121,0.51,0.2537,3,29,32,Afternoon
359,2011-01-16,Spring,0,Jan,10,0,Sun,0,Clear/Partly Cloudy,0.22,0.2121,0.51,0.2836,8,71,79,Afternoon
360,2011-01-16,Spring,0,Jan,11,0,Sun,0,Clear/Partly Cloudy,0.24,0.2273,0.44,0.2537,23,70,93,Afternoon
361,2011-01-16,Spring,0,Jan,12,0,Sun,0,Clear/Partly Cloudy,0.24,0.2121,0.41,0.2836,29,75,104,Afternoon
362,2011-01-16,Spring,0,Jan,13,0,Sun,0,Clear/Partly Cloudy,0.26,0.2273,0.35,0.2985,23,95,118,Afternoon
363,2011-01-16,Spring,0,Jan,14,0,Sun,0,Clear/Partly Cloudy,0.28,0.2727,0.36,0.2537,22,69,91,Afternoon
364,2011-01-16,Spring,0,Jan,15,0,Sun,0,Clear/Partly Cloudy,0.26,0.2424,0.38,0.2537,35,78,113,Afternoon
365,2011-01-16,Spring,0,Jan,16,0,Sun,0,Clear/Partly Cloudy,0.24,0.2273,0.38,0.2239,22,77,99,Night
366,2011-01-16,Spring,0,Jan,17,0,Sun,0,Clear/Partly Cloudy,0.22,0.2121,0.37,0.2537,23,82,105,Night
367,2011-01-16,Spring,0,Jan,18,0,Sun,0,Clear/Partly Cloudy,0.2,0.2121,0.4,0.1642,11,56,67,Night
368,2011-01-16,Spring,0,Jan,19,0,Sun,0,Clear/Partly Cloudy,0.18,0.197,0.47,0.1343,14,47,61,Night
369,2011-01-16,Spring,0,Jan,20,0,Sun,0,Clear/Partly Cloudy,0.18,0.197,0.47,0.1642,7,50,57,Night
370,2011-01-16,Spring,0,Jan,21,0,Sun,0,Clear/Partly Cloudy,0.18,0.197,0.51,0.1642,6,22,28,Night
371,2011-01-16,Spring,0,Jan,22,0,Sun,0,Misty/Cloudy,0.2,0.2121,0.49,0.1343,2,19,21,Night
372,2011-01-16,Spring,0,Jan,23,0,Sun,0,Misty/Cloudy,0.2,0.2273,0.4,0.1045,0,18,18,Night
373,2011-01-17,Spring,0,Jan,0,1,Mon,0,Misty/Cloudy,0.2,0.197,0.47,0.2239,1,16,17,Morning
374,2011-01-17,Spring,0,Jan,1,1,Mon,0,Misty/Cloudy,0.2,0.197,0.44,0.194,1,15,16,Morning
375,2011-01-17,Spring,0,Jan,2,1,Mon,0,Misty/Cloudy,0.18,0.1667,0.43,0.2537,0,8,8,Morning
376,2011-01-17,Spring,0,Jan,3,1,Mon,0,Misty/Cloudy,0.18,0.1818,0.43,0.194,0,2,2,Morning
377,2011-01-17,Spring,0,Jan,4,1,Mon,0,Misty/Cloudy,0.18,0.197,0.43,0.1343,1,2,3,Morning
378,2011-01-17,Spring,0,Jan,5,1,Mon,0,Misty/Cloudy,0.18,0.197,0.43,0.1642,0,1,1,Morning
379,2011-01-17,Spring,0,Jan,6,1,Mon,0,Misty/Cloudy,0.18,0.1818,0.43,0.194,0,5,5,Morning
380,2011-01-17,Spring,0,Jan,7,1,Mon,0,Misty/Cloudy,0.16,0.1818,0.5,0.1343,4,9,13,Morning
381,2011-01-17,Spring,0,Jan,8,1,Mon,0,Misty/Cloudy,0.16,0.1515,0.47,0.2239,3,30,33,Afternoon
382,2011-01-17,Spring,0,Jan,9,1,Mon,0,Misty/Cloudy,0.16,0.1515,0.47,0.2239,8,39,47,Afternoon
383,2011-01-17,Spring,0,Jan,10,1,Mon,0,Misty/Cloudy,0.16,0.1515,0.5,0.2537,7,50,57,Afternoon
384,2011-01-17,Spring,0,Jan,11,1,Mon,0,Misty/Cloudy,0.16,0.1515,0.55,0.194,9,55,64,Afternoon
385,2011-01-17,Spring,0,Jan,12,1,Mon,0,Misty/Cloudy,0.18,0.197,0.47,0.1343,10,70,80,Afternoon
386,2011-01-17,Spring,0,Jan,13,1,Mon,0,Misty/Cloudy,0.18,0.197,0.47,0.1343,13,80,93,Afternoon
387,2011-01-17,Spring,0,Jan,14,1,Mon,0,Misty/Cloudy,0.18,0.2121,0.43,0.1045,12,74,86,Afternoon
388,2011-01-17,Spring,0,Jan,15,1,Mon,0,Misty/Cloudy,0.2,0.2121,0.47,0.1642,21,72,93,Afternoon
389,2011-01-17,Spring,0,Jan,16,1,Mon,0,Misty/Cloudy,0.2,0.2121,0.47,0.1642,6,76,82,Night
390,2011-01-17,Spring,0,Jan,17,1,Mon,0,Clear/Partly Cloudy,0.2,0.197,0.51,0.194,4,67,71,Night
391,2011-01-17,Spring,0,Jan,18,1,Mon,0,Misty/Cloudy,0.18,0.1667,0.55,0.2537,7,85,92,Night
392,2011-01-17,Spring,0,Jan,19,1,Mon,0,Light Snow/Rain,0.18,0.1818,0.59,0.194,2,58,60,Night
393,2011-01-17,Spring,0,Jan,20,1,Mon,0,Light Snow/Rain,0.16,0.1515,0.8,0.194,4,29,33,Night
394,2011-01-17,Spring,0,Jan,21,1,Mon,0,Light Snow/Rain,0.16,0.1515,0.8,0.194,3,24,27,Night
395,2011-01-17,Spring,0,Jan,22,1,Mon,0,Light Snow/Rain,0.14,0.1212,0.93,0.2537,0,13,13,Night
396,2011-01-17,Spring,0,Jan,23,1,Mon,0,Light Snow/Rain,0.16,0.1364,0.86,0.2836,1,3,4,Night
397,2011-01-18,Spring,0,Jan,12,0,Tue,1,Misty/Cloudy,0.2,0.1818,0.86,0.3284,0,3,3,Afternoon
398,2011-01-18,Spring,0,Jan,13,0,Tue,1,Misty/Cloudy,0.2,0.197,0.86,0.2239,0,22,22,Afternoon
399,2011-01-18,Spring,0,Jan,14,0,Tue,1,Misty/Cloudy,0.22,0.2273,0.8,0.1642,2,26,28,Afternoon
400,2011-01-18,Spring,0,Jan,15,0,Tue,1,Misty/Cloudy,0.22,0.2273,0.87,0.1642,3,32,35,Afternoon
401,2011-01-18,Spring,0,Jan,16,0,Tue,1,Misty/Cloudy,0.22,0.2273,0.87,0.194,0,61,61,Night
402,2011-01-18,Spring,0,Jan,17,0,Tue,1,Misty/Cloudy,0.22,0.2273,0.82,0.194,1,124,125,Night
